Sr. No.,ID,Design Type,No. of Looks,Test Type,Specified α,Power,nt/nc,Sample Size,Expected SS (H0),Expected SS (H1),Maximum Events,Exp. Events (H0),Exp. Events (H1),Comm. Accr. (Dur.),Exp. Accrual Duration (H0),Exp. Accrual Duration (H1),Hazard Ratio (Alt.),Study Duration,Exp. Study Duration (H0),Exp. Study Duration (H1),Var (Log HR),No. of Accrual Periods,
13,Des13,Superiority,1,2-Sided,0.01,0.800077357432331,1,7090,6967.76141856378,7089.88167285919,4209,4209,4209,3,2.94827704593672,2.99994993209839,0.9,3,2.94827704593672,2.99994993209839,Null,1,
14,Des14,Superiority,1,2-Sided,0.01,0.800077357432331,1,10419,10200.2218265533,10418.5578331947,4209,4209,4209,3,2.9370059967041,2.99987268447876,0.9,3,2.9370059967041,2.99987268447876,Null,1,
15,Des15,Superiority,1,2-Sided,0.01,0.800077357432331,1,20270,19794.0616464615,20269.7921919823,4209,4209,4209,3,2.92956018447876,2.9999692440033,0.9,3,2.92956018447876,2.9999692440033,Null,1,
16,Des16,Superiority,1,2-Sided,0.01,0.800077357432331,1,86940,84771.1140775681,86939.5439815521,4209,4209,4209,3,2.92515921592712,2.99998426437378,0.9,3,2.92515921592712,2.99998426437378,Null,1,
17,Des17,Superiority,1,2-Sided,0.05,0.805138131652015,1,17,11.9123668670654,16.8454992771149,6,6,6,3,2.10218238830566,2.97273516654968,0.1,3,2.10218238830566,2.97273516654968,Null,1,
18,Des18,Superiority,1,2-Sided,0.05,0.805138131652015,1,26,18.3719097405174,25.5209627151489,6,6,6,3,2.11983573929047,2.94472646713257,0.1,3,2.11983573929047,2.94472646713257,Null,1,
19,Des19,Superiority,1,2-Sided,0.05,0.805138131652015,1,50,36.3942503929138,49.769926071167,6,6,6,3,2.18365502357483,2.98619556427002,0.1,3,2.18365502357483,2.98619556427002,Null,1,
2,Des2,Superiority,1,2-Sided,0.01,0.810041255319141,1,38,27.252179145813,37.8708872795105,9,9,9,3,2.15148782730103,2.98980689048767,0.1,3,2.15148782730103,2.98980689048767,Null,1,
20,Des20,Superiority,1,2-Sided,0.05,0.805138131652015,1,214,158.145864486694,213.89800786972,6,6,6,3,2.21699810028076,2.99857020378113,0.1,3,2.21699810028076,2.99857020378113,Null,1,
21,Des21,Superiority,1,2-Sided,0.05,0.803895005221788,1,131,115.409756183624,130.372095108032,66,66,66,3,2.64297151565552,2.98562049865723,0.5,3,2.64297151565552,2.98562049865723,Null,1,
22,Des22,Superiority,1,2-Sided,0.05,0.803895005221788,1,198,173.028812380812,197.89397345146,66,66,66,3,2.62164867243655,2.99839353714333,0.5,3,2.62164867243655,2.99839353714333,Null,1,
23,Des23,Superiority,1,2-Sided,0.05,0.803895005221788,1,395,343.084337711334,394.828977584839,66,66,66,3,2.60570383071899,2.99870109558105,0.5,3,2.60570383071899,2.99870109558105,Null,1,
24,Des24,Superiority,1,2-Sided,0.05,0.803895005221788,1,1720,1490.28674125671,1719.80398178101,66,66,66,3,2.59933733940125,2.99965810775757,0.5,3,2.59933733940125,2.99965810775757,Null,1,
25,Des25,Superiority,1,2-Sided,0.05,0.800339021049876,1,445,418.042105436325,444.373819828033,247,247,247,3,2.81826138496399,2.99577856063843,0.7,3,2.81826138496399,2.99577856063843,Null,1,
26,Des26,Superiority,1,2-Sided,0.05,0.800339021049876,1,665,619.364551305771,664.99492645687,247,247,247,3,2.79412579536438,2.99997711183551,0.7,3,2.79412579536438,2.99997711183551,Null,1,
27,Des27,Superiority,1,2-Sided,0.05,0.800339021049876,1,1314,1215.96788600059,1313.51660585403,247,247,247,3,2.7761823881292,2.99889636039734,0.7,3,2.7761823881292,2.99889636039734,Null,1,
28,Des28,Superiority,1,2-Sided,0.05,0.800339021049876,1,5688,5247.87780761719,5687.52264404297,247,247,247,3,2.76786804199219,2.99974822998047,0.7,3,2.76786804199219,2.99974822998047,Null,1,
29,Des29,Superiority,1,2-Sided,0.05,0.800110262251926,1,4766,4683.43850040436,4765.52502536774,2829,2829,2829,3,2.94803094863892,2.99970102310181,0.9,3,2.94803094863892,2.99970102310181,Null,1,
3,Des3,Superiority,1,2-Sided,0.01,0.810041255319141,1,75,54.5913755893707,74.6548891067505,9,9,9,3,2.18365502357483,2.98619556427002,0.1,3,2.18365502357483,2.98619556427002,Null,1,
30,Des30,Superiority,1,2-Sided,0.05,0.800110262251926,1,7003,6855.91593575478,7002.66273164749,2829,2829,2829,3,2.93699097633362,2.99985551834106,0.9,3,2.93699097633362,2.99985551834106,Null,1,
31,Des31,Superiority,1,2-Sided,0.05,0.800110262251926,1,13624,13304.1550978014,13623.9090499878,2829,2829,2829,3,2.92957026522345,2.99997997283936,0.9,3,2.92957026522345,2.99997997283936,Null,1,
32,Des32,Superiority,1,2-Sided,0.05,0.800110262251926,1,58435,56977.2680568695,58434.7770881653,2829,2829,2829,3,2.92516136169434,2.9999885559082,0.9,3,2.92516136169434,2.9999885559082,Null,1,
33,Des33,Superiority,1,2-Sided,0.01,0.921078750793399,1,34,23.8247337341309,33.6909985542297,12,12,12,3,2.10218238830566,2.97273516654968,0.1,3,2.10218238830566,2.97273516654968,Null,1,
34,Des34,Superiority,1,2-Sided,0.01,0.921078750793399,1,51,36.4386098384857,50.6320338249207,12,12,12,3,2.14344763755798,2.97835493087769,0.1,3,2.14344763755798,2.97835493087769,Null,1,
35,Des35,Superiority,1,2-Sided,0.01,0.921078750793399,1,100,72.7885007858276,99.539852142334,12,12,12,3,2.18365502357483,2.98619556427002,0.1,3,2.18365502357483,2.98619556427002,Null,1,
36,Des36,Superiority,1,2-Sided,0.01,0.921078750793399,1,428,316.291728973389,427.796015739441,12,12,12,3,2.21699810028076,2.99857020378113,0.1,3,2.21699810028076,2.99857020378113,Null,1,
37,Des37,Superiority,1,2-Sided,0.01,0.900332917808757,1,245,216.492805480957,244.539942741394,124,124,124,3,2.65093231201172,2.99436664581299,0.5,3,2.65093231201172,2.99436664581299,Null,1,
38,Des38,Superiority,1,2-Sided,0.01,0.900332917808757,1,372,325.084435382132,371.800798605773,124,124,124,3,2.62164867243655,2.99839353714333,0.5,3,2.62164867243655,2.99839353714333,Null,1,
39,Des39,Superiority,1,2-Sided,0.01,0.900332917808757,1,742,644.533670425415,741.743485450745,124,124,124,3,2.60593128204346,2.99896287918091,0.5,3,2.60593128204346,2.99896287918091,Null,1,
4,Des4,Superiority,1,2-Sided,0.01,0.810041255319141,1,321,237.218796730042,320.847011804581,9,9,9,3,2.21699810028076,2.99857020378113,0.1,3,2.21699810028076,2.99857020378113,Null,1,
40,Des40,Superiority,1,2-Sided,0.01,0.900332917808757,1,3231,2799.71279168129,3230.89292407036,124,124,124,3,2.59954762458801,2.99990057945251,0.5,3,2.59954762458801,2.99990057945251,Null,1,
41,Des41,Superiority,1,2-Sided,0.01,0.900113767478839,1,842,791.717734336853,841.57160282135,468,468,468,3,2.82084703445435,2.99847364425659,0.7,3,2.82084703445435,2.99847364425659,Null,1,
42,Des42,Superiority,1,2-Sided,0.01,0.900113767478839,1,1260,1173.53283405304,1259.99038697091,468,468,468,3,2.79412579536438,2.99997711183551,0.7,3,2.79412579536438,2.99997711183551,Null,1,
43,Des43,Superiority,1,2-Sided,0.01,0.900113767478839,1,2488,2303.22274017334,2487.98872947693,468,468,468,3,2.77719783782959,2.99998641014099,0.7,3,2.77719783782959,2.99998641014099,Null,1,
44,Des44,Superiority,1,2-Sided,0.01,0.900113767478839,1,10776,9942.77549171448,10775.7276649475,468,468,468,3,2.7680332660675,2.99992418289185,0.7,3,2.7680332660675,2.99992418289185,Null,1,
45,Des45,Superiority,1,2-Sided,0.01,0.900029261619167,1,9032,8876.41709518433,9031.99138641357,5362,5362,5362,3,2.94832277297974,2.99999713897705,0.9,3,2.94832277297974,2.99999713897705,Null,1,
46,Des46,Superiority,1,2-Sided,0.01,0.900029261619167,1,13273,12994.3884673119,13272.5221560001,5362,5362,5362,3,2.93702745437622,2.99989199638367,0.9,3,2.93702745437622,2.99989199638367,Null,1,
47,Des47,Superiority,1,2-Sided,0.01,0.900029261619167,1,25823,25216.5057391836,25822.5690321922,5362,5362,5362,3,2.92954022451113,2.99994993209839,0.9,3,2.92954022451113,2.99994993209839,Null,1,
48,Des48,Superiority,1,2-Sided,0.01,0.900029261619167,1,110755,107992.557513714,110754.94718785,5362,5362,5362,3,2.92517423629761,2.99999856948716,0.9,3,2.92517423629761,2.99999856948716,Null,1,
49,Des49,Superiority,1,2-Sided,0.05,0.90257832226898,1,23,15.9695468239192,22.5770587921143,8,8,8,3,2.08298436833729,2.94483375549316,0.1,3,2.08298436833729,2.94483375549316,Null,1,
5,Des5,Superiority,1,2-Sided,0.01,0.803744963381414,1,194,171.210907459259,193.39843082428,98,98,98,3,2.64759135246277,2.99069738388062,0.5,3,2.64759135246277,2.99069738388062,Null,1,
50,Des50,Superiority,1,2-Sided,0.05,0.90257832226898,1,34,24.2924065589905,33.7546892166138,8,8,8,3,2.14344763755798,2.97835493087769,0.1,3,2.14344763755798,2.97835493087769,Null,1,
51,Des51,Superiority,1,2-Sided,0.05,0.90257832226898,1,67,48.6393370628357,66.5130472183228,8,8,8,3,2.17788076400757,2.978196144104,0.1,3,2.17788076400757,2.978196144104,Null,1,
52,Des52,Superiority,1,2-Sided,0.05,0.90257832226898,1,286,211.104251861572,285.524936199188,8,8,8,3,2.21438026428223,2.9950168132782,0.1,3,2.21438026428223,2.9950168132782,Null,1,
53,Des53,Superiority,1,2-Sided,0.05,0.90168023506293,1,174,153.678903579712,173.590627670288,88,88,88,3,2.64963626861572,2.99294185638428,0.5,3,2.64963626861572,2.99294185638428,Null,1,
54,Des54,Superiority,1,2-Sided,0.05,0.90168023506293,1,264,230.705083174416,263.858631268613,88,88,88,3,2.62164867243655,2.99839353714333,0.5,3,2.62164867243655,2.99839353714333,Null,1,
55,Des55,Superiority,1,2-Sided,0.05,0.90168023506293,1,527,457.580007076263,526.593533277512,88,88,88,3,2.60481977462769,2.99768614768982,0.5,3,2.60481977462769,2.99768614768982,Null,1,
56,Des56,Superiority,1,2-Sided,0.05,0.90168023506293,1,2293,1986.90614032745,2292.90760874748,88,88,88,3,2.59952831268311,2.9998791217804,0.5,3,2.59952831268311,2.9998791217804,Null,1,
57,Des57,Superiority,1,2-Sided,0.05,0.900534386965306,1,596,560.105075735464,595.380881309509,331,331,331,3,2.81932085101744,2.99688363075256,0.7,3,2.81932085101744,2.99688363075256,Null,1,
58,Des58,Superiority,1,2-Sided,0.05,0.900534386965306,1,892,830.320352554321,891.498312950134,331,331,331,3,2.79255723953247,2.9983127117157,0.7,3,2.79255723953247,2.9983127117157,Null,1,
59,Des59,Superiority,1,2-Sided,0.05,0.900534386965306,1,1760,1629.12700653076,1759.81704711914,331,331,331,3,2.77692103385925,2.99968814849854,0.7,3,2.77692103385925,2.99968814849854,Null,1,
6,Des6,Superiority,1,2-Sided,0.01,0.803744963381414,1,294,256.921569898782,293.842566640046,98,98,98,3,2.62164867243655,2.99839353714333,0.5,3,2.62164867243655,2.99839353714333,Null,1,
60,Des60,Superiority,1,2-Sided,0.05,0.900534386965306,1,7622,7032.40997743607,7621.55114507675,331,331,331,3,2.76793885231018,2.99982333183289,0.7,3,2.76793885231018,2.99982333183289,Null,1,
61,Des61,Superiority,1,2-Sided,0.05,0.900062222751739,1,6379,6269.11698961258,6378.99391651154,3787,3787,3787,3,2.94832277297974,2.99999713897705,0.9,3,2.94832277297974,2.99999713897705,Null,1,
62,Des62,Superiority,1,2-Sided,0.05,0.900062222751739,1,9374,9177.38394890528,9373.82344007492,3787,3787,3787,3,2.93707615177254,2.99994349479675,0.9,3,2.93707615177254,2.99994349479675,Null,1,
63,Des63,Superiority,1,2-Sided,0.05,0.900062222751739,1,18238,17809.6163434982,18237.6434412003,3787,3787,3787,3,2.92953443527222,2.99994134902954,0.9,3,2.92953443527222,2.99994134902954,Null,1,
64,Des64,Superiority,1,2-Sided,0.05,0.900062222751739,1,78223,76271.7442975044,78222.7575523853,3787,3787,3787,3,2.92516565322876,2.99999070167542,0.9,3,2.92516565322876,2.99999070167542,Null,1,
65,Des65,Superiority,1,2-Sided,0.01,0.810041255319141,1,15,14.8475503921509,15,9,9,9,3,2.96951007843018,3,0.1,6,2.96951007843018,5.44724961368411,Null,1,
66,Des66,Superiority,1,2-Sided,0.01,0.810041255319141,1,19,19,19,9,9,9,3,3,3,0.1,6,3.24805760568552,5.60824155807495,Null,1,
67,Des67,Superiority,1,2-Sided,0.01,0.810041255319141,1,30,30,30,9,9,9,3,3,3,0.1,6,3.65840944441516,5.96008590689507,Null,1,
68,Des68,Superiority,1,2-Sided,0.01,0.810041255319141,1,112,112,112,9,9,9,3,3,3,0.1,6,3.89840412139893,5.97755672687299,Null,1,
69,Des69,Superiority,1,2-Sided,0.01,0.803744963381414,1,111,111,111,98,98,98,3,3,3,0.5,6,4.57021359379645,5.92938722725194,Null,1,
7,Des7,Superiority,1,2-Sided,0.01,0.803744963381414,1,587,509.623014809131,586.486377239227,98,98,98,3,2.60454692406711,2.99737501144409,0.5,3,2.60454692406711,2.99737501144409,Null,1,
70,Des70,Superiority,1,2-Sided,0.01,0.803744963381414,1,139,139,139,98,98,98,3,3,3,0.5,6,4.69090032577515,5.97389464587013,Null,1,
71,Des71,Superiority,1,2-Sided,0.01,0.803744963381414,1,232,232,232,98,98,98,3,3,3,0.5,6,4.78730535507202,5.98728275299072,Null,1,
72,Des72,Superiority,1,2-Sided,0.01,0.803744963381414,1,885,885,885,98,98,98,3,3,3,0.5,6,4.85481977462769,5.99581861495972,Null,1,
73,Des73,Superiority,1,2-Sided,0.01,0.801021781458084,1,396,396,396,368,368,368,3,3,3,0.7,6,5.22767699603885,5.9615592956543,Null,1,
74,Des74,Superiority,1,2-Sided,0.01,0.801021781458084,1,480,480,480,368,368,368,3,3,3,0.7,6,5.27492592341332,5.99119663238525,Null,1,
75,Des75,Superiority,1,2-Sided,0.01,0.801021781458084,1,782,782,782,368,368,368,3,3,3,0.7,6,5.29877471923828,5.99329663599383,Null,1,
76,Des76,Superiority,1,2-Sided,0.01,0.801021781458084,1,2941,2941,2941,368,368,368,3,3,3,0.7,6,5.31944489479065,5.99882555119393,Null,1,
77,Des77,Superiority,1,2-Sided,0.01,0.800077357432331,1,4413,4413,4413,4209,4209,4209,3,3,3,0.9,6,5.78136822441434,5.99598886103922,Null,1,
78,Des78,Superiority,1,2-Sided,0.01,0.800077357432331,1,5200,5200,5200,4209,4209,4209,3,3,3,0.9,6,5.77928251401227,5.99916744388793,Null,1,
79,Des79,Superiority,1,2-Sided,0.01,0.800077357432331,1,8221,8221,8221,4209,4209,4209,3,3,3,0.9,6,5.77690071694997,5.99993848800659,Null,1,
8,Des8,Superiority,1,2-Sided,0.01,0.803744963381414,1,2554,2212.87694692612,2553.67788076401,98,98,98,3,2.59930729866028,2.99962162971497,0.5,3,2.59930729866028,2.99962162971497,Null,1,
80,Des80,Superiority,1,2-Sided,0.01,0.800077357432331,1,30276,30276,30276,4209,4209,4209,3,3,3,0.9,6,5.77525091171265,5.99987411499023,Null,1,
81,Des81,Superiority,1,2-Sided,0.05,0.805138131652015,1,10,9.89836692810059,10,6,6,6,3,2.96951007843018,3,0.1,6,2.96951007843018,5.44724961368411,Null,1,
82,Des82,Superiority,1,2-Sided,0.05,0.805138131652015,1,13,13,13,6,6,6,3,3,3,0.1,6,3.19121074676514,5.40503653999167,Null,1,
83,Des83,Superiority,1,2-Sided,0.05,0.805138131652015,1,20,20,20,6,6,6,3,3,3,0.1,6,3.65840944441516,5.96008590689507,Null,1,
84,Des84,Superiority,1,2-Sided,0.05,0.805138131652015,1,75,75,75,6,6,6,3,3,3,0.1,6,3.88734912872314,5.9562292098999,Null,1,
85,Des85,Superiority,1,2-Sided,0.05,0.803895005221788,1,75,75,75,66,66,66,3,3,3,0.5,6,4.53852939605713,5.87558042715091,Null,1,
86,Des86,Superiority,1,2-Sided,0.05,0.803895005221788,1,94,94,94,66,66,66,3,3,3,0.5,6,4.6664514541626,5.9362735748291,Null,1,
87,Des87,Superiority,1,2-Sided,0.05,0.803895005221788,1,156,156,156,66,66,66,3,3,3,0.5,6,4.79405164718628,5.99686861336295,Null,1,
88,Des88,Superiority,1,2-Sided,0.05,0.803895005221788,1,596,596,596,66,66,66,3,3,3,0.5,6,4.85494208335876,5.99598598480225,Null,1,
89,Des89,Superiority,1,2-Sided,0.05,0.800339021049876,1,266,266,266,247,247,247,3,3,3,0.7,6,5.21445192538522,5.9447193145752,Null,1,
9,Des9,Superiority,1,2-Sided,0.01,0.801021781458084,1,662,622.520891189575,661.71905708313,368,368,368,3,2.8210916519165,2.9987268447876,0.7,3,2.8210916519165,2.9987268447876,Null,1,
90,Des90,Superiority,1,2-Sided,0.05,0.800339021049876,1,322,322,322,247,247,247,3,3,3,0.7,6,5.27935478271502,5.99664402645976,Null,1,
91,Des91,Superiority,1,2-Sided,0.05,0.800339021049876,1,525,525,525,247,247,247,3,3,3,0.7,6,5.29753370519757,5.99180889910258,Null,1,
92,Des92,Superiority,1,2-Sided,0.05,0.800339021049876,1,1974,1974,1974,247,247,247,3,3,3,0.7,6,5.31941914558411,5.99879264831543,Null,1,
93,Des93,Superiority,1,2-Sided,0.05,0.800110262251926,1,2966,2966,2966,2829,2829,2829,3,3,3,0.9,6,5.78240921301126,5.99709320068359,Null,1,
94,Des94,Superiority,1,2-Sided,0.05,0.800110262251926,1,3495,3495,3495,2829,2829,2829,3,3,3,0.9,6,5.77953264280495,5.99943065697062,Null,1,
95,Des95,Superiority,1,2-Sided,0.05,0.800110262251926,1,5526,5526,5526,2829,2829,2829,3,3,3,0.9,6,5.77644824981689,5.9994564061526,Null,1,
96,Des96,Superiority,1,2-Sided,0.05,0.800110262251926,1,20349,20349,20349,2829,2829,2829,3,3,3,0.9,6,5.77535390853882,5.99997711181641,Null,1,
97,Des97,Superiority,1,2-Sided,0.01,0.921078750793399,1,20,19.7967338562012,20,12,12,12,3,2.96951007843018,3,0.1,6,2.96951007843018,5.44724961368411,Null,1,
98,Des98,Superiority,1,2-Sided,0.01,0.921078750793399,1,25,25,25,12,12,12,3,3,3,0.1,6,3.2781400680542,5.71894481759045,Null,1,
99,Des99,Superiority,1,2-Sided,0.01,0.921078750793399,1,40,40,40,12,12,12,3,3,3,0.1,6,3.65840944441516,5.96008590689507,Null,1,
